,real_price,Predict price
229,2.02,2.0111758708953857
230,2.03,2.014786958694458
231,2.06,1.965320110321045
232,2.03,1.985242486000061
233,1.9600000000000002,1.9746938943862915
234,1.94,1.9596730470657349
235,1.8500000000000003,1.9239094257354736
236,1.83,1.8932559490203857
237,1.87,1.839937448501587
238,1.8500000000000003,1.8329259157180786
239,1.83,1.827881932258606
240,1.76,1.8212001323699951
